customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,monthly_revenue,annual_revenue,lifetime_value,usage_trend_3m,support_ticket_count,inactivity_score,revenue_risk_score,high_value_customer
9565-DJPIB,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,89.6,365.65,Yes,89.6,1075.1999999999998,358.4,0.7726505060115437,1,0.5300202876358998,47.48981777217662,0
4328-VUFWD,Female,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,59.3,2209.15,No,59.3,711.5999999999999,2312.7,2.4095436379417023,2,0.3041795656436417,18.037848242667952,1
3301-LSLWQ,Female,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.1,1912.15,No,66.1,793.1999999999999,1916.8999999999999,-0.08785581422981385,2,0.3462048011798322,22.88413735798691,1
7473-ZBDSN,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.8,255.55,No,18.8,225.60000000000002,263.2,-0.43107823214067215,0,0.48548821040529,9.127178355619453,0
3166-PNEOF,Female,0,No,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,5175.3,No,86.45,1037.4,5273.45,0.18393145760608448,1,0.30844656321974506,26.665205390346962,1
5639-NTUPK,Male,0,No,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.1,670.65,No,52.1,625.2,677.3000000000001,-0.2989425947762892,1,0.997475630737284,51.968480361412496,0
8780-YRMTT,Female,0,No,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,47.4,3177.25,No,47.4,568.8,3128.4,-0.8476484553320036,6,0.8242928477819056,39.071480984862326,1
8348-HFYIV,Male,0,No,No,2,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.25,90.35,Yes,49.25,591.0,98.5,-1.079603758319462,3,0.14238360233048442,7.012392414776357,0
5140-FOMCQ,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.15,6557.75,No,109.15,1309.8000000000002,6439.85,-0.9021362906644559,3,0.652320515010055,71.2007842133475,1
6242-SGYTS,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.95,5791.85,No,94.95,1139.4,5886.900000000001,0.38962903798748594,1,0.8005214030994643,76.00950722429414,1
8166-ORCHU,Male,1,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.55,3055.5,No,93.55,1122.6,3087.15,1.0552990175927985,1,0.06548994705400313,6.126584546901992,1
8414-OOEEL,Male,0,No,Yes,66,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.5,5196.1,No,79.5,954.0,5247.0,-0.09378919213362331,1,0.16518078803206127,13.131872648548871,1
8454-AATJP,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,8405,No,115.05,1380.6,8283.6,-1.4469259733575381,1,0.3260308063356301,37.50984426891424,1
6849-WLEYG,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,Yes,19.75,237.0,19.75,0.07221046865720736,3,0.036150749637386737,0.713977305338388,0
4659-NZRUF,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,1789.25,Yes,95.15,1141.8000000000002,1807.8500000000001,1.15790303177452,1,0.5098302622875099,48.51034945665657,1
4531-AUZNK,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,95.15,5000.05,No,95.15,1141.8000000000002,4852.650000000001,0.5034811047373746,1,0.9532880297896019,90.70535603448063,1
4191-XOVOM,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.4,6713.2,No,105.4,1264.8000000000002,6640.200000000001,0.3620618093830299,1,0.18402839491210288,19.396592823735645,1
2150-OEGBV,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,562.6,No,20.1,241.20000000000002,542.7,0.8387924432933151,1,0.5329090670634524,10.711472247975394,0
8429-XIBUM,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.35,2317.1,Yes,101.35,1216.1999999999998,2229.7,0.6851079966026656,0,0.7508489476191552,76.09854084120138,1
1855-CFULU,Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,91.45,No,20.05,240.60000000000002,80.2,0.08696707623458798,1,0.7799985918869986,15.638971767334322,0
4878-BUNFV,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.7,828.85,No,20.7,248.39999999999998,869.4,-0.5566512550848449,2,0.3229320038948401,6.68469248062319,0
1872-EBWSC,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,617.35,No,20.35,244.20000000000002,590.1500000000001,0.20871894493727153,0,0.8368194481909419,17.02927577068567,0
2608-BHKFN,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.05,266.9,Yes,70.05,840.5999999999999,280.2,-0.1523852091058717,2,0.1544768220805509,10.82110138674259,0
7026-YMSBE,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,625.05,No,19.7,236.39999999999998,591.0,0.3194670042303909,4,0.3985105756668853,7.85065834063764,0
7341-LXCAF,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,301.4,Yes,74.65,895.8000000000001,298.6,0.4390265832656536,2,0.9742812633674186,72.7300963103778,0
6997-UVGOX,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.45,6029.9,No,85.45,1025.4,6066.95,-0.7625947678391135,2,0.5804008945000402,49.59525643502843,1
9674-EHPPG,Male,0,Yes,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.4,1842.7,No,40.4,484.79999999999995,1858.3999999999999,-0.2339454445839358,0,0.37630341040710846,15.202657780447181,1
9462-MJUAW,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.4,206.6,Yes,50.4,604.8,201.6,-1.1535871229132109,2,0.03487726250027179,1.7578140300136982,0
8128-YVJRG,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.65,604.7,Yes,79.65,955.8000000000001,557.5500000000001,0.9026196146433723,1,0.4398556784096135,35.034504785325716,0
5440-VHLUL,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,7386.05,No,105.2,1262.4,7258.8,-0.36445907933328336,0,0.7183544192562336,75.57088490575578,1
5781-BKHOP,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.65,7334.05,No,100.65,1207.8000000000002,7246.8,-0.8859064695485607,0,0.48263837888676886,48.57755283495329,1
4283-FUTGF,Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,1471.75,Yes,79.85,958.1999999999999,1517.1499999999999,0.6724418435921817,1,0.2878858953643807,22.987688744845798,1
5213-TWWJU,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.0,2626.15,No,91.0,1092.0,2548.0,1.0622053139256427,5,0.7891867074169802,71.8159903749452,1
1569-TTNYJ,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.75,412.1,Yes,78.75,945.0,393.75,0.9269217853204129,2,0.39674267490727966,31.243485648948273,0
8628-MFKAX,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.75,8277.05,No,116.75,1401.0,8406.0,0.0005522147110008665,2,0.31463570669606,36.73371875676501,1
2397-BRLOM,Male,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.45,583.45,Yes,80.45,965.4000000000001,643.6,0.3090178081036038,2,0.8732440756813158,70.25248588856186,0
7629-WIXZF,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,No,59.1,709.2,413.7,1.2737432235610604,3,0.18103118996512158,10.698943326938686,0
5445-GLVOT,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1049.05,No,49.8,597.5999999999999,1095.6,0.011543380527905125,2,0.9436646586681129,46.994500001672016,0
3976-HXHCE,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,1414.8,No,19.3,231.60000000000002,1389.6000000000001,-1.650528106869142,2,0.8013791425159812,15.466617450558438,0
2466-NEJOJ,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.65,169.75,No,19.65,235.79999999999998,157.2,-0.7215026820841292,0,0.38384160173348647,7.542487474063009,0
0254-KCJGT,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,No,81.4,976.8000000000001,4232.8,-0.30425332861203175,0,0.46291767578323284,37.68149880875516,1
5472-CVMDX,Female,0,No,No,68,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.9,2719.2,No,38.9,466.79999999999995,2645.2,0.47969255916717624,2,0.9543143395621327,37.12282780896696,1
6461-SZMCV,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.95,6365.35,No,87.95,1055.4,6244.45,-0.01154435596221178,1,0.7069882083312256,62.17961292273129,1
8150-QUDFX,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,51.6,No,19.85,238.20000000000002,39.7,0.6492786541230114,1,0.38335637190982474,7.609623982410022,0
9508-ILZDG,Female,1,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.35,3190.25,No,96.35,1156.1999999999998,3275.8999999999996,-0.5722322370412689,2,0.9198010469741177,88.62283087595624,1
2346-DJQTB,Female,0,No,No,35,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.15,812.5,No,24.15,289.79999999999995,845.25,0.5903155357295284,4,0.24234217851222672,5.852563611070275,0
1697-LYYYX,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.1,1143.8,No,19.1,229.20000000000002,1165.1000000000001,0.7124529180008535,1,0.18341135589121516,3.5031568975222096,0
1942-OQFRW,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44,No,44.0,528.0,44.0,-0.15030998157624126,1,0.6020802203834247,26.491529696870685,0
4749-VFKVB,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.1,50.1,Yes,50.1,601.2,50.1,-0.060644216504821505,0,0.8770842114487736,43.941918993583556,0
9640-ZSLDC,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,3297,No,60.6,727.2,3211.8,1.4190325623257067,1,0.7431231259619757,45.03326143329573,1
4231-LZUYM,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.65,1887,No,25.65,307.79999999999995,1846.8,-0.5666211430168447,2,0.2322476345734027,5.957151826807779,1
7598-UAASY,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.4,151.8,Yes,76.4,916.8000000000001,152.8,-1.586428936344256,1,0.09359649557669991,7.150772262059874,0
7938-OUHIO,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,293.65,Yes,98.7,1184.4,296.1,0.0955448399417808,1,0.7791927077915057,76.90632025902161,0
8510-AWCXC,Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,1308.1,Yes,100.8,1209.6,1310.3999999999999,1.2376107303931017,0,0.07154208786578564,7.211442456871192,0
6128-AQBMT,Male,1,Yes,No,41,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95,2215.4,No,53.95,647.4000000000001,2211.9500000000003,-0.3060226977923743,0,0.32927864081330493,17.764582671877804,1
3594-BDSOA,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.4,482.8,No,20.4,244.79999999999998,489.59999999999997,0.11023855144800597,2,0.9427008328695389,19.231096990538592,0
0431-APWVY,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.1,2598.95,Yes,90.1,1081.1999999999998,2522.7999999999997,-0.9242091328230951,1,0.487881596951933,43.95813188536916,1
5133-VRSAB,Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.35,216.45,No,29.35,352.20000000000005,234.8,1.4031565147618537,0,0.3348012460341909,9.826416571103504,0
5996-DAOQL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,20.45,No,20.45,245.39999999999998,20.45,0.21594387433044784,1,0.0319633122017583,0.6536497345259572,0
6838-YAUVY,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),95.1,5064.85,No,95.1,1141.1999999999998,5135.4,-1.2779728335006881,3,0.735396242744489,69.9361826850009,1
0484-JPBRU,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.25,996.45,No,25.25,303.0,1035.25,-1.1840326793561253,1,0.795924532533795,20.097094446478323,0
7883-ROJOC,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.9,839.65,No,44.9,538.8,853.1,-0.4131376761758353,1,0.5079829010357342,22.808432256504464,0
0244-LGNFY,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6733,No,92.65,1111.8000000000002,6670.8,-0.12423794706531631,1,0.3403357647641181,31.532108605395543,1
7274-CGTOD,Male,0,No,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.7,2618.3,No,43.7,524.4000000000001,2709.4,0.2636140448856556,3,0.46796924179886945,20.450255866610597,1
4295-YURET,Female,1,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.6,4084.35,No,72.6,871.1999999999999,4065.5999999999995,0.5609954996113531,3,0.7602292326275103,55.19264228875724,1
3426-NIYYL,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.55,765.5,Yes,51.55,618.5999999999999,773.25,0.1524057785793046,2,0.7963841198450997,41.05360137801489,0
8225-BTJAU,Male,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,793.55,Yes,79.25,951.0,792.5,1.6659393800776887,2,0.8908107521008044,70.59675210398875,0
4635-EJYPD,Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.95,613.95,No,18.95,227.39999999999998,606.4,-1.435993540088712,2,0.28925101951020704,5.481306819718423,0
1866-ZSLJM,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.5,402.85,No,20.5,246.0,430.5,0.4930561455922288,3,0.605620466005854,12.415219553120005,0
4636-TVXVG,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,1244.8,No,19.95,239.39999999999998,1236.8999999999999,-1.457998018573116,2,0.29986000060041473,5.982207011978273,0
4236-UJPWO,Female,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.5,46.4,No,24.5,294.0,49.0,-0.12678918814770063,0,0.6062019927107208,14.85194882141266,0
9392-XBGTD,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,581.85,No,20.6,247.20000000000002,556.2,-0.8732934476566692,0,0.33964855733556776,6.996760281112696,0
3387-VATUS,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8,Yes,94.85,1138.1999999999998,474.25,0.2856944983180656,2,0.2819461818112876,26.742595344800627,0
6402-SSEJG,Female,0,No,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,61.05,1540.2,No,61.05,732.5999999999999,1526.25,0.04117308258213121,3,0.3289014915566073,20.079436059530874,1
1143-NMNQJ,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,Yes,85.7,1028.4,171.4,-1.9974934134883373,2,0.9359156476602143,80.20797100448037,0
1169-SAOCL,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.65,5168.1,No,106.65,1279.8000000000002,5225.85,-0.7530567321500563,1,0.20035832944657062,21.368215835476757,1
1110-KYLGQ,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,No,108.25,1299.0,6819.75,-1.4819909298521174,0,0.26336946309889575,28.509744380455466,1
9929-PLVPA,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.4,94.5,No,20.4,244.79999999999998,81.6,0.12790806380720207,2,0.34170421391812755,6.970765963929802,0
3518-PZXZQ,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.3,55.3,No,55.3,663.5999999999999,55.3,1.857685837425547,1,0.29884398298624515,16.526072259139355,0
2371-JUNGC,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,208,No,20.25,243.0,222.75,0.857927538542758,1,0.8839715909416586,17.900424716568587,0
7693-QPEFS,Male,1,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.95,3829.75,No,72.95,875.4000000000001,3793.4,-0.18962887401404002,1,0.2900510822126764,21.159226447414742,1
0924-BJCRC,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.45,5294.6,No,89.45,1073.4,5367.0,0.35152654889435464,0,0.44265419131692674,39.595417413299096,1
5074-FBGHB,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.65,6889.8,No,104.65,1255.8000000000002,6697.6,1.6563153587280321,1,0.9299869382724442,97.32313309021129,1
2351-BKRZW,Female,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),75.2,3254.35,No,75.2,902.4000000000001,3233.6,0.1205663160126997,0,0.9595527428181232,72.15836625992287,1
4455-BFSPD,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.15,6383.9,No,101.15,1213.8000000000002,6170.150000000001,-0.9190368102448752,1,0.29740668225919253,30.082685910517327,1
0415-MOSGF,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,Yes,44.4,532.8,44.4,-1.2825649212907864,4,0.4547333139043769,20.190159137354332,0
1724-BQUHA,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,477.7,Yes,89.5,1074.0,447.5,0.3057517513076243,1,0.7855439288348213,70.30618163071651,0
3948-KXDUF,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4447.55,No,68.75,825.0,4537.5,-0.08362759991302392,2,0.8283853277827707,56.95149128506549,1
2323-ARSVR,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05,7321.05,No,111.05,1332.6,7440.349999999999,0.9738189677847263,3,0.28960977108665975,32.161165079173564,1
0815-MFZGM,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.0,4135,No,99.0,1188.0,4158.0,-0.35388846967607623,0,0.022561646959795234,2.2336030490197283,1
4826-XTSOH,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.05,86.05,Yes,86.05,1032.6,86.05,-1.2190627667322007,1,0.7434350461022111,63.972585717095264,0
5480-XTFFL,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.0,697.7,No,21.0,252.0,651.0,-1.3389555094568037,1,0.49492417031330593,10.393407576579424,0
8295-FHIVV,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,168.65,No,19.4,232.79999999999998,135.79999999999998,-0.48191782600916994,2,0.6646929744220644,12.89504370378805,0
2495-INZWQ,Male,0,No,No,4,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.55,174.3,Yes,44.55,534.5999999999999,178.2,0.288390370403845,3,0.5139281715839658,22.895500044065674,0
9086-YJYXS,Male,0,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),77.2,2753.8,No,77.2,926.4000000000001,2624.8,0.18478579331029282,0,0.4989724526818031,38.5206733470352,1
1179-INLAT,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.45,69.25,No,19.45,233.39999999999998,58.349999999999994,0.059666599854962483,0,0.4654505415568797,9.05301303328131,0
7909-FIOIY,Female,0,Yes,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.85,434.8,No,24.85,298.20000000000005,472.15000000000003,0.7808378778736745,1,0.5043901766867762,12.53409589066639,0
4139-SUGLD,Male,0,Yes,Yes,31,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),35.4,1077.5,Yes,35.4,424.79999999999995,1097.3999999999999,-0.6029312570950807,0,0.7273124520977956,25.746860804261964,0
6857-VWJDT,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.65,95.65,Yes,95.65,1147.8000000000002,95.65,0.23351802555481457,1,0.998157716872039,95.47378561881054,0
6351-SCJKT,Male,0,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,41.35,107.25,No,41.35,496.20000000000005,124.05000000000001,0.25179465846898214,1,0.7187238823378296,29.719232534669253,0
5468-BPMMO,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,851.2,No,19.6,235.20000000000002,901.6,-1.8259540864685275,1,0.7945403018883826,15.5729899170123,0
5624-BQSSA,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.95,20.95,Yes,20.95,251.39999999999998,20.95,-1.0078702251960057,1,0.13648860226148718,2.8594362173781565,0
0197-PNKNK,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),84.45,5848.6,No,84.45,1013.4000000000001,5827.05,-2.6354930483422,1,0.6163603944700871,52.051635312998854,1
2439-QKJUL,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,109.8,No,20.25,243.0,101.25,0.3012404742122481,1,0.4611812634194331,9.338920584243521,0
1194-SPVSP,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,19.65,No,19.65,235.79999999999998,19.65,-0.6960320950228492,1,0.2517671719268727,4.947224928363048,0
9534-NSXEM,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.65,595.5,No,20.65,247.79999999999998,536.9,0.6327920104584988,0,0.9750909275261174,20.13562765341432,0
2408-WITXK,Female,1,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,329.8,Yes,34.7,416.40000000000003,347.0,1.1772422303032393,2,0.8740778891680715,30.330502754132084,0
8929-KSWIH,Male,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.3,2513.5,No,99.3,1191.6,2482.5,-0.05698667836141284,1,0.987148614125498,98.02385738266196,1
